,gene_ids,feature_types,genome,mt,ribo,hb,n_cells_by_counts,mean_counts,log1p_mean_counts,pct_dropout_by_counts,total_counts,log1p_total_counts
AC074051.5,ENSG00000285567,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
LINC02164,ENSG00000261811,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
RBFOX1,ENSG00000078328,Gene Expression,GRCh38,False,False,False,2,0.00040064103,0.0004005608,99.9599358974359,2.0,1.0986123
LINC01570,ENSG00000260338,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC009135.1,ENSG00000257180,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC006112.1,ENSG00000286635,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC007223.1,ENSG00000260835,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC007222.2,ENSG00000287340,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC005774.2,ENSG00000261198,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC093515.1,ENSG00000260289,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC018767.2,ENSG00000260003,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
LINC02152,ENSG00000261319,Gene Expression,GRCh38,False,False,False,1,0.00020032052,0.00020030045,99.97996794871796,1.0,0.6931472
AC018767.3,ENSG00000260058,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC018767.1,ENSG00000259819,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC074052.2,ENSG00000261066,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TMEM114,ENSG00000232258,Gene Expression,GRCh38,False,False,False,1,0.00020032052,0.00020030045,99.97996794871796,1.0,0.6931472
AC138420.1,ENSG00000287522,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
METTL22,ENSG00000067365,Gene Expression,GRCh38,False,False,False,655,0.14703526,0.13718058,86.87900641025641,734.0,6.5998707
ABAT,ENSG00000183044,Gene Expression,GRCh38,False,False,False,511,0.11758814,0.111172915,89.7636217948718,587.0,6.376727
TMEM186,ENSG00000184857,Gene Expression,GRCh38,False,False,False,799,0.18489583,0.16965486,83.99439102564102,923.0,6.828712
PMM2,ENSG00000140650,Gene Expression,GRCh38,False,False,False,35,0.0072115385,0.00718566,99.2988782051282,36.0,3.6109178
AC012173.1,ENSG00000260350,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC022167.2,ENSG00000260276,Gene Expression,GRCh38,False,False,False,155,0.032051284,0.03154836,96.89503205128204,160.0,5.081404
CARHSP1,ENSG00000153048,Gene Expression,GRCh38,False,False,False,2756,0.99759614,0.69194454,44.791666666666664,4980.0,8.513386
AC022167.1,ENSG00000259939,Gene Expression,GRCh38,False,False,False,6,0.0012019231,0.0012012013,99.8798076923077,6.0,1.9459101
AC022167.4,ENSG00000261481,Gene Expression,GRCh38,False,False,False,16,0.0034054487,0.0033996634,99.67948717948718,17.0,2.8903718
LITAFD,ENSG00000283516,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
USP7,ENSG00000187555,Gene Expression,GRCh38,False,False,False,1976,0.5765224,0.4552214,60.41666666666667,2878.0,7.9651985
AC022167.3,ENSG00000260979,Gene Expression,GRCh38,False,False,False,15,0.0030048077,0.0030003022,99.69951923076923,15.0,2.7725887
AC087190.2,ENSG00000261392,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
C16orf72,ENSG00000182831,Gene Expression,GRCh38,False,False,False,1113,0.27604166,0.24376284,77.70432692307692,1378.0,7.229114
AC087190.3,ENSG00000263244,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC087190.1,ENSG00000260349,Gene Expression,GRCh38,False,False,False,11,0.0022035257,0.0022011015,99.77964743589743,11.0,2.4849067
LINC02177,ENSG00000261617,Gene Expression,GRCh38,False,False,False,1,0.00020032052,0.00020030045,99.97996794871796,1.0,0.6931472
AC012178.1,ENSG00000260071,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
LINC01177,ENSG00000261397,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
LINC01195,ENSG00000261075,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC007221.1,ENSG00000283003,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC007218.1,ENSG00000260362,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
GRIN2A,ENSG00000183454,Gene Expression,GRCh38,False,False,False,12,0.0024038462,0.0024009617,99.75961538461539,12.0,2.5649493
AC007218.2,ENSG00000283221,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC007218.3,ENSG00000287830,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC133565.1,ENSG00000261810,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC022168.1,ENSG00000285543,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
ATF7IP2,ENSG00000166669,Gene Expression,GRCh38,False,False,False,124,0.026842948,0.026488997,97.51602564102564,134.0,4.905275
AC131649.1,ENSG00000260756,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
LINC01290,ENSG00000260468,Gene Expression,GRCh38,False,False,False,10,0.0020032052,0.0020012015,99.79967948717949,10.0,2.3978953
EMP2,ENSG00000213853,Gene Expression,GRCh38,False,False,False,2144,0.6808894,0.51932305,57.05128205128205,3399.0,8.131531
AC027277.1,ENSG00000256013,Gene Expression,GRCh38,False,False,False,11,0.0022035257,0.0022011015,99.77964743589743,11.0,2.4849067
AC027277.2,ENSG00000260310,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TEKT5,ENSG00000153060,Gene Expression,GRCh38,False,False,False,221,0.048677884,0.04753021,95.57291666666666,243.0,5.497168
AC007595.1,ENSG00000263279,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
NUBP1,ENSG00000103274,Gene Expression,GRCh38,False,False,False,1117,0.26702723,0.23667338,77.62419871794873,1333.0,7.195937
TVP23A,ENSG00000166676,Gene Expression,GRCh38,False,False,False,53,0.010817308,0.0107592195,98.93830128205127,54.0,4.0073333
AC133065.1,ENSG00000262151,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
CIITA,ENSG00000179583,Gene Expression,GRCh38,False,False,False,833,0.20733173,0.18841274,83.31330128205127,1035.0,6.9431224
DEXI,ENSG00000182108,Gene Expression,GRCh38,False,False,False,1280,0.31870994,0.27665395,74.35897435897436,1591.0,7.3727465
CLEC16A,ENSG00000038532,Gene Expression,GRCh38,False,False,False,534,0.116185896,0.109917425,89.30288461538461,580.0,6.364751
AC007014.2,ENSG00000274038,Gene Expression,GRCh38,False,False,False,11,0.0022035257,0.0022011015,99.77964743589743,11.0,2.4849067
AC007014.1,ENSG00000262020,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC007220.2,ENSG00000287121,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC007220.1,ENSG00000263033,Gene Expression,GRCh38,False,False,False,17,0.0034054487,0.0033996634,99.65945512820514,17.0,2.8903718
RMI2,ENSG00000175643,Gene Expression,GRCh38,False,False,False,476,0.10476763,0.09963502,90.46474358974359,523.0,6.261492
SOCS1,ENSG00000185338,Gene Expression,GRCh38,False,False,False,540,0.122395836,0.11546554,89.1826923076923,611.0,6.4167323
TNP2,ENSG00000178279,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
PRM3,ENSG00000178257,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
PRM2,ENSG00000122304,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
PRM1,ENSG00000175646,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC009121.4,ENSG00000287429,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC009121.3,ENSG00000263080,Gene Expression,GRCh38,False,False,False,9,0.0018028846,0.0018012613,99.81971153846155,9.0,2.3025851
AC009121.2,ENSG00000262703,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC099489.1,ENSG00000188897,Gene Expression,GRCh38,False,False,False,17,0.0034054487,0.0033996634,99.65945512820514,17.0,2.8903718
AC099489.3,ENSG00000262999,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
LITAF,ENSG00000189067,Gene Expression,GRCh38,False,False,False,2867,1.0639023,0.72459847,42.56810897435898,5311.0,8.5777235
SNN,ENSG00000184602,Gene Expression,GRCh38,False,False,False,587,0.12900642,0.121337965,88.2411858974359,644.0,6.46925
TXNDC11,ENSG00000153066,Gene Expression,GRCh38,False,False,False,1337,0.33213142,0.28678024,73.21714743589743,1658.0,7.4139705
AC007613.1,ENSG00000262420,Gene Expression,GRCh38,False,False,False,20,0.0040064105,0.003998406,99.59935897435898,20.0,3.0445225
ZC3H7A,ENSG00000122299,Gene Expression,GRCh38,False,False,False,1106,0.26422277,0.23445752,77.84455128205127,1319.0,7.185387
AC010654.1,ENSG00000277369,Gene Expression,GRCh38,False,False,False,81,0.016426282,0.01629283,98.37740384615384,82.0,4.4188404
BCAR4,ENSG00000262117,Gene Expression,GRCh38,False,False,False,14,0.0028044872,0.002800562,99.71955128205127,14.0,2.7080503
RSL1D1,ENSG00000171490,Gene Expression,GRCh38,False,False,False,2580,0.85436696,0.6175434,48.317307692307686,4265.0,8.358432
AC007216.4,ENSG00000263307,Gene Expression,GRCh38,False,False,False,2,0.00040064103,0.0004005608,99.9599358974359,2.0,1.0986123
GSPT1,ENSG00000103342,Gene Expression,GRCh38,False,False,False,2679,0.9801683,0.6831818,46.33413461538461,4893.0,8.495766
AC007216.3,ENSG00000261560,Gene Expression,GRCh38,False,False,False,14,0.0028044872,0.002800562,99.71955128205127,14.0,2.7080503
AC007216.2,ENSG00000261216,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
NPIPB2,ENSG00000234719,Gene Expression,GRCh38,False,False,False,201,0.041065704,0.040244903,95.9735576923077,205.0,5.327876
TNFRSF17,ENSG00000048462,Gene Expression,GRCh38,False,False,False,34,0.007011218,0.0069867535,99.31891025641025,35.0,3.583519
SNX29,ENSG00000048471,Gene Expression,GRCh38,False,False,False,445,0.096754804,0.09235564,91.08573717948718,483.0,6.182085
AC007216.1,ENSG00000260488,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC007601.1,ENSG00000175604,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC007601.2,ENSG00000261293,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC007598.2,ENSG00000261394,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC007598.1,ENSG00000260723,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC131391.1,ENSG00000260601,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC010333.1,ENSG00000259876,Gene Expression,GRCh38,False,False,False,1,0.00020032052,0.00020030045,99.97996794871796,1.0,0.6931472
AC010333.2,ENSG00000259899,Gene Expression,GRCh38,False,False,False,1,0.00020032052,0.00020030045,99.97996794871796,1.0,0.6931472
AC010333.3,ENSG00000274834,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
CPPED1,ENSG00000103381,Gene Expression,GRCh38,False,False,False,411,0.088141024,0.08447076,91.76682692307693,440.0,6.089045
AC109597.1,ENSG00000260378,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC109597.2,ENSG00000261158,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
SHISA9,ENSG00000237515,Gene Expression,GRCh38,False,False,False,341,0.07351763,0.07094076,93.16907051282051,367.0,5.908083
AC009134.1,ENSG00000262116,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
U91319.1,ENSG00000262801,Gene Expression,GRCh38,False,False,False,24,0.0048076925,0.0047961725,99.51923076923077,24.0,3.218876
AC003009.1,ENSG00000262011,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
U95743.1,ENSG00000262267,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
ERCC4,ENSG00000175595,Gene Expression,GRCh38,False,False,False,271,0.057291668,0.05571061,94.5713141025641,286.0,5.659482
AC010401.1,ENSG00000262732,Gene Expression,GRCh38,False,False,False,2,0.00040064103,0.0004005608,99.9599358974359,2.0,1.0986123
AC010401.2,ENSG00000263234,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
LINC02185,ENSG00000262097,Gene Expression,GRCh38,False,False,False,11,0.0022035257,0.0022011015,99.77964743589743,11.0,2.4849067
LINC02186,ENSG00000261856,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
MRTFB,ENSG00000186260,Gene Expression,GRCh38,False,False,False,1342,0.34334937,0.29516602,73.11698717948718,1714.0,7.4471684
AC130650.2,ENSG00000276564,Gene Expression,GRCh38,False,False,False,40,0.008213141,0.008179597,99.19871794871796,41.0,3.7376697
AC130650.1,ENSG00000262529,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
MIR193BHG,ENSG00000262454,Gene Expression,GRCh38,False,False,False,139,0.028846154,0.028437935,97.21554487179486,144.0,4.9767337
LINC02130,ENSG00000260009,Gene Expression,GRCh38,False,False,False,4,0.00080128206,0.0008009612,99.9198717948718,4.0,1.609438
AC040173.1,ENSG00000263257,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
PARN,ENSG00000140694,Gene Expression,GRCh38,False,False,False,1356,0.3369391,0.29038274,72.83653846153845,1682.0,7.4283333
BFAR,ENSG00000103429,Gene Expression,GRCh38,False,False,False,1296,0.32171473,0.27892992,74.03846153846155,1606.0,7.3821244
PLA2G10,ENSG00000069764,Gene Expression,GRCh38,False,False,False,37,0.0076121795,0.007583353,99.2588141025641,38.0,3.6635616
AC009167.1,ENSG00000261523,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
NPIPA3,ENSG00000224712,Gene Expression,GRCh38,False,False,False,87,0.017628206,0.01747463,98.25721153846155,88.0,4.4886365
AC136443.4,ENSG00000261695,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
NPIPA2,ENSG00000254852,Gene Expression,GRCh38,False,False,False,192,0.03926282,0.038511634,96.15384615384616,196.0,5.2832036
NOMO1,ENSG00000103512,Gene Expression,GRCh38,False,False,False,1531,0.42668268,0.35535195,69.33092948717949,2130.0,7.6643467
AC136443.3,ENSG00000257264,Gene Expression,GRCh38,False,False,False,8,0.0016025641,0.0016012813,99.83974358974359,8.0,2.1972246
AC138932.2,ENSG00000258354,Gene Expression,GRCh38,False,False,False,2,0.00040064103,0.0004005608,99.9599358974359,2.0,1.0986123
NPIPA1,ENSG00000183426,Gene Expression,GRCh38,False,False,False,1012,0.24018429,0.21525998,79.7275641025641,1199.0,7.090077
PDXDC1,ENSG00000179889,Gene Expression,GRCh38,False,False,False,2445,0.84655446,0.6133214,51.02163461538461,4226.0,8.349248
AC138932.5,ENSG00000275910,Gene Expression,GRCh38,False,False,False,12,0.0024038462,0.0024009617,99.75961538461539,12.0,2.5649493
NTAN1,ENSG00000157045,Gene Expression,GRCh38,False,False,False,1012,0.23838142,0.21380521,79.7275641025641,1190.0,7.0825486
RRN3,ENSG00000085721,Gene Expression,GRCh38,False,False,False,1251,0.3193109,0.27710956,74.93990384615384,1594.0,7.374629
AC126763.1,ENSG00000257391,Gene Expression,GRCh38,False,False,False,31,0.006610577,0.006588823,99.37900641025641,33.0,3.5263605
NPIPA5,ENSG00000183793,Gene Expression,GRCh38,False,False,False,160,0.033453524,0.03290613,96.7948717948718,167.0,5.123964
MPV17L,ENSG00000156968,Gene Expression,GRCh38,False,False,False,612,0.14042468,0.13140072,87.74038461538461,701.0,6.5539336
BMERB1,ENSG00000166780,Gene Expression,GRCh38,False,False,False,1348,0.4609375,0.37907836,72.99679487179486,2301.0,7.7415338
MARF1,ENSG00000166783,Gene Expression,GRCh38,False,False,False,1159,0.28465545,0.25049055,76.78285256410257,1421.0,7.2598195
AC026401.1,ENSG00000257769,Gene Expression,GRCh38,False,False,False,1,0.00020032052,0.00020030045,99.97996794871796,1.0,0.6931472
NDE1,ENSG00000072864,Gene Expression,GRCh38,False,False,False,351,0.07532051,0.07261877,92.96875,376.0,5.9322453
AC026401.2,ENSG00000262380,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC026401.3,ENSG00000280206,Gene Expression,GRCh38,False,False,False,267,0.057491988,0.055900056,94.6514423076923,287.0,5.6629605
MYH11,ENSG00000133392,Gene Expression,GRCh38,False,False,False,155,0.042267628,0.041398752,96.89503205128204,211.0,5.3565865
AF001548.2,ENSG00000263335,Gene Expression,GRCh38,False,False,False,95,0.01963141,0.019441199,98.09695512820514,98.0,4.59512
AF001548.1,ENSG00000263065,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
FOPNL,ENSG00000133393,Gene Expression,GRCh38,False,False,False,1086,0.26241988,0.23303042,78.2451923076923,1310.0,7.1785455
AC130651.1,ENSG00000262171,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
ABCC1,ENSG00000103222,Gene Expression,GRCh38,False,False,False,713,0.15765224,0.14639403,85.71714743589743,787.0,6.669498
ABCC6,ENSG00000091262,Gene Expression,GRCh38,False,False,False,267,0.059495192,0.05779256,94.6514423076923,297.0,5.6970935
AC136624.1,ENSG00000262332,Gene Expression,GRCh38,False,False,False,7,0.0014022436,0.0014012614,99.85977564102564,7.0,2.0794415
NOMO3,ENSG00000103226,Gene Expression,GRCh38,False,False,False,13,0.0026041667,0.0026007819,99.73958333333334,13.0,2.6390574
AC136624.2,ENSG00000262848,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC138969.3,ENSG00000257366,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC138969.1,ENSG00000183889,Gene Expression,GRCh38,False,False,False,157,0.032051284,0.03154836,96.85496794871796,160.0,5.081404
NPIPA7,ENSG00000214967,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC136431.1,ENSG00000260126,Gene Expression,GRCh38,False,False,False,1,0.00020032052,0.00020030045,99.97996794871796,1.0,0.6931472
AC136431.2,ENSG00000287905,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
XYLT1,ENSG00000103489,Gene Expression,GRCh38,False,False,False,231,0.048076924,0.046956982,95.37259615384616,240.0,5.484797
AC109446.3,ENSG00000261448,Gene Expression,GRCh38,False,False,False,27,0.005408654,0.0053940797,99.45913461538461,27.0,3.3322046
AC009152.6,ENSG00000286849,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC009152.1,ENSG00000275927,Gene Expression,GRCh38,False,False,False,1,0.00020032052,0.00020030045,99.97996794871796,1.0,0.6931472
AC009152.3,ENSG00000285850,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC109495.1,ENSG00000260945,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC025277.1,ENSG00000261555,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC010601.1,ENSG00000259929,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC091489.1,ENSG00000260242,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
NPIPA8,ENSG00000214940,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
NPIPA9,ENSG00000233024,Gene Expression,GRCh38,False,False,False,11,0.0022035257,0.0022011015,99.77964743589743,11.0,2.4849067
AC126755.3,ENSG00000257563,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC126755.2,ENSG00000257527,Gene Expression,GRCh38,False,False,False,33,0.006610577,0.006588823,99.3389423076923,33.0,3.5263605
NOMO2,ENSG00000185164,Gene Expression,GRCh38,False,False,False,5,0.0010016026,0.0010011013,99.89983974358975,5.0,1.7917595
AC136618.1,ENSG00000260550,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
RPS15A,ENSG00000134419,Gene Expression,GRCh38,False,True,False,4896,17.641827,2.925408,1.9230769230769273,88068.0,11.385876
ARL6IP1,ENSG00000170540,Gene Expression,GRCh38,False,False,False,3200,1.4623398,0.901112,35.89743589743589,7300.0,8.895766
AC138811.1,ENSG00000260017,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
SMG1,ENSG00000157106,Gene Expression,GRCh38,False,False,False,1710,0.46233973,0.3800377,65.7451923076923,2308.0,7.74457
AC092287.1,ENSG00000260352,Gene Expression,GRCh38,False,False,False,1,0.00020032052,0.00020030045,99.97996794871796,1.0,0.6931472
TMC7,ENSG00000170537,Gene Expression,GRCh38,False,False,False,57,0.01161859,0.011551612,98.85817307692307,58.0,4.0775375
AC099518.4,ENSG00000261465,Gene Expression,GRCh38,False,False,False,38,0.0078125,0.0077821403,99.23878205128204,39.0,3.6888795
AC099518.2,ENSG00000261357,Gene Expression,GRCh38,False,False,False,4,0.00080128206,0.0008009612,99.9198717948718,4.0,1.609438
COQ7,ENSG00000167186,Gene Expression,GRCh38,False,False,False,623,0.1396234,0.13069786,87.52003205128204,697.0,6.548219
AC099518.1,ENSG00000260430,Gene Expression,GRCh38,False,False,False,12,0.0024038462,0.0024009617,99.75961538461539,12.0,2.5649493
AC099518.6,ENSG00000278389,Gene Expression,GRCh38,False,False,False,30,0.0060096155,0.00599163,99.39903846153845,30.0,3.4339871
ITPRIPL2,ENSG00000205730,Gene Expression,GRCh38,False,False,False,1628,0.43349358,0.36011454,67.38782051282051,2164.0,7.680176
AC099518.5,ENSG00000261759,Gene Expression,GRCh38,False,False,False,168,0.036858976,0.036195926,96.63461538461539,184.0,5.220356
SYT17,ENSG00000103528,Gene Expression,GRCh38,False,False,False,562,0.12900642,0.121337965,88.74198717948718,644.0,6.46925
AC010494.1,ENSG00000286790,Gene Expression,GRCh38,False,False,False,1,0.00020032052,0.00020030045,99.97996794871796,1.0,0.6931472
CLEC19A,ENSG00000261210,Gene Expression,GRCh38,False,False,False,17,0.0038060897,0.003798865,99.65945512820514,19.0,2.9957323
AC130456.1,ENSG00000259871,Gene Expression,GRCh38,False,False,False,2,0.00040064103,0.0004005608,99.9599358974359,2.0,1.0986123
LINC02858,ENSG00000285869,Gene Expression,GRCh38,False,False,False,1,0.00020032052,0.00020030045,99.97996794871796,1.0,0.6931472
AC130456.2,ENSG00000259925,Gene Expression,GRCh38,False,False,False,10,0.0020032052,0.0020012015,99.79967948717949,10.0,2.3978953
TMC5,ENSG00000103534,Gene Expression,GRCh38,False,False,False,433,0.09334936,0.08924579,91.3261217948718,466.0,6.1463294
AC130456.4,ENSG00000260681,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC130456.3,ENSG00000260592,Gene Expression,GRCh38,False,False,False,1,0.00020032052,0.00020030045,99.97996794871796,1.0,0.6931472
AC130456.5,ENSG00000260934,Gene Expression,GRCh38,False,False,False,2,0.00040064103,0.0004005608,99.9599358974359,2.0,1.0986123
GDE1,ENSG00000006007,Gene Expression,GRCh38,False,False,False,1714,0.4589343,0.37770623,65.6650641025641,2291.0,7.73718
CCP110,ENSG00000103540,Gene Expression,GRCh38,False,False,False,587,0.12900642,0.121337965,88.2411858974359,644.0,6.46925
VPS35L,ENSG00000103544,Gene Expression,GRCh38,False,False,False,882,0.20272435,0.18458928,82.33173076923077,1012.0,6.9206715
AC002550.2,ENSG00000276571,Gene Expression,GRCh38,False,False,False,37,0.007411859,0.007384526,99.2588141025641,37.0,3.637586
KNOP1,ENSG00000103550,Gene Expression,GRCh38,False,False,False,1158,0.29146636,0.25577828,76.80288461538461,1455.0,7.283448
AC002550.1,ENSG00000261312,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
IQCK,ENSG00000174628,Gene Expression,GRCh38,False,False,False,425,0.09214743,0.08814588,91.4863782051282,460.0,6.133398
AC027130.1,ENSG00000261195,Gene Expression,GRCh38,False,False,False,3,0.00060096156,0.00060078106,99.93990384615384,3.0,1.3862944
GPRC5B,ENSG00000167191,Gene Expression,GRCh38,False,False,False,644,0.14903846,0.13892548,87.09935897435898,744.0,6.6133842
GPR139,ENSG00000180269,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC092132.1,ENSG00000263253,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
GP2,ENSG00000169347,Gene Expression,GRCh38,False,False,False,1252,0.37640223,0.31947303,74.9198717948718,1879.0,7.539027
UMOD,ENSG00000169344,Gene Expression,GRCh38,False,False,False,39,0.0078125,0.0077821403,99.21875,39.0,3.6888795
PDILT,ENSG00000169340,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC106796.1,ENSG00000263237,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
ACSM5,ENSG00000183549,Gene Expression,GRCh38,False,False,False,62,0.012419872,0.012343378,98.75801282051282,62.0,4.1431346
AC137056.1,ENSG00000262995,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
ACSM2A,ENSG00000183747,Gene Expression,GRCh38,False,False,False,2,0.00040064103,0.0004005608,99.9599358974359,2.0,1.0986123
ACSM2B,ENSG00000066813,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC141273.1,ENSG00000260201,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
ACSM3,ENSG00000005187,Gene Expression,GRCh38,False,False,False,48,0.010016026,0.009966198,99.03846153846155,50.0,3.9318256
ACSM1,ENSG00000166743,Gene Expression,GRCh38,False,False,False,84,0.017828526,0.017671462,98.3173076923077,89.0,4.4998097
THUMPD1,ENSG00000066654,Gene Expression,GRCh38,False,False,False,969,0.2235577,0.20176277,80.5889423076923,1116.0,7.0184016
AC004381.1,ENSG00000260510,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
ERI2,ENSG00000196678,Gene Expression,GRCh38,False,False,False,742,0.16927083,0.15638033,85.13621794871796,845.0,6.7405195
REXO5,ENSG00000005189,Gene Expression,GRCh38,False,False,False,253,0.056290064,0.05476283,94.93189102564102,281.0,5.641907
DCUN1D3,ENSG00000188215,Gene Expression,GRCh38,False,False,False,288,0.060496796,0.058737475,94.23076923076923,302.0,5.7137327
